,Overall Qual,Year Built,Year Remod/Add,Exter Qual,Bsmt Qual,Bsmt Exposure,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,Gr Liv Area,Kitchen Qual,Fireplaces,Fireplace Qu,Garage Area,bath_agg,Lot Area Neighborhood_StoneBr,Overall Qual Exter Qual,Overall Qual Bsmt Exposure,Overall Qual Kitchen Qual,Mas Vnr Area Neighborhood_NridgHt,Mas Vnr Area Neighborhood_StoneBr,Bsmt Exposure Kitchen Qual,Bsmt Exposure Land Contour_HLS,Gr Liv Area Neighborhood_NoRidge,Gr Liv Area Neighborhood_StoneBr,Garage Area Neighborhood_NridgHt,Land Contour_HLS Neighborhood_StoneBr,Neighborhood_NridgHt Sale Type_New,Neighborhood_StoneBr Sale Type_New,SalePrice
0,-0.0668014613506627,0.15768042459520953,1.0148717890972287,1.020887119500465,-0.6248844625186541,-0.624872494122675,0.185087165966766,-0.7309388928449005,-1.1036213548322826,-0.04383897971371926,0.7295760003894535,-0.902377250404595,-0.8939618511872273,0.029146989239169533,0.5924380334619945,-0.06482386048650969,-0.06819675145669968,0.04174239576522808,-0.04873674299238715,-0.2491099524024726,-0.13766322239619203,-0.45589197501540346,0.13056128324929983,0.007090125455496906,0.005875743513670514,-0.007069183253049254,0.028004343343729792,0.0684904210267921,0.037849198600410965,130500.0
1,0.6332412500638188,0.8225586101558275,0.6358393325461019,1.020887119500465,0.6008504447294752,-0.624872494122675,0.4076701675057586,-0.3187499732979572,-0.636460448099514,1.2114247100400524,0.7295760003894535,0.6594295291418196,0.584699372938673,0.4221359796942754,1.6452024831679775,-0.02666268222952156,0.6464678357265257,-0.395695039308739,0.46199761850317866,-0.04010661097777536,-0.02216372831893425,-0.45589197501540346,0.13056128324929983,-0.19592502449104643,-0.1623673937851811,-0.10238301368547585,0.028004343343729792,0.0684904210267921,0.037849198600410965,220000.0
2,-0.7668441727651442,-0.6069294887995013,1.1096299032350105,-0.6768925466253081,-0.6248844625186541,-0.624872494122675,0.6088509573583095,-0.0030308008790218767,-0.2786350727297337,-0.8676667823203935,0.7295760003894535,-0.902377250404595,-0.8939618511872273,-1.04221585378725,-0.4603264162439884,0.040614061660576024,0.5190711049677761,0.4791798308391951,-0.5594711044879529,0.13561594359585544,0.0749441265740468,-0.45589197501540346,0.13056128324929983,0.1403286842073496,0.11629347903484528,0.2527744735210661,0.028004343343729792,0.0684904210267921,0.037849198600410965,109000.0
3,-0.7668441727651442,1.1549977029361365,1.1096299032350105,-0.6768925466253081,0.6008504447294752,-0.624872494122675,-0.9556507169205709,-1.4785794330869626,-1.056408284470992,-0.11216593016687945,-0.7548007025305782,-0.902377250404595,-0.8939618511872273,-0.32173603795288924,0.5924380334619945,0.0051854122170512445,0.5190711049677761,0.4791798308391951,0.5788145203346109,0.13561594359585544,0.0749441265740468,0.47165419755582966,0.13056128324929983,0.018140716821171892,0.015033612573483589,0.07803245106161734,0.028004343343729792,0.0684904210267921,0.037849198600410965,174000.0
4,-0.0668014613506627,-2.368856680535139,0.4463231042705384,-0.6768925466253081,-1.8506193697667834,-0.624872494122675,-0.9556507169205709,-0.8383711112374549,-0.8402221201850832,-0.11021373158250344,-0.7548007025305782,-0.902377250404595,-0.8939618511872273,0.0712529525022166,-0.4603264162439884,-0.0783545893697282,0.045217411291942164,0.04174239576522808,0.05042178995754947,0.13561594359585544,0.0749441265740468,0.47165419755582966,0.13056128324929983,0.017824985639295465,0.014771959171774644,-0.017281379370809247,0.028004343343729792,0.0684904210267921,0.037849198600410965,138500.0
5,-0.0668014613506627,-0.1747586681850995,0.8727346178905562,1.020887119500465,-0.6248844625186541,-0.624872494122675,-0.42701608826546356,1.0055165554592438,1.7863155309667065,0.754610241296067,0.7295760003894535,0.6594295291418196,1.3240299850016233,0.5110263465829303,0.5924380334619945,-0.12088781372825767,-0.06819675145669968,0.04174239576522808,-0.04873674299238715,0.13561594359585544,0.0749441265740468,-0.45589197501540346,0.13056128324929983,-0.12204392793196223,-0.10114049778528798,-0.12394209437852473,0.028004343343729792,0.0684904210267921,0.037849198600410965,190000.0
6,-0.0668014613506627,1.1217537936581057,1.0622508461661195,-0.6768925466253081,0.6008504447294752,2.4247444628396617,0.21505026232778424,-1.121202869862751,-0.2413615961287149,-0.8383838035547535,-0.7548007025305782,-0.902377250404595,-0.8939618511872273,0.26306900736720873,0.5924380334619945,0.12064888835560247,0.045217411291942164,-0.16197647351961705,0.05042178995754947,0.026454962724357524,0.014619550049619179,-1.830198824008506,-0.5066277546180964,0.13559271647920318,0.11236867800921112,-0.06380360612949365,0.028004343343729792,-0.8588577574775612,-0.4746222514759499,140000.0
7,-0.7668441727651442,-0.4074660331313158,-1.1645648360717509,-0.6768925466253081,-0.6248844625186541,-0.624872494122675,1.1845704517235884,0.28418594625209287,0.04688662291916361,-0.6119287677671369,-0.7548007025305782,-0.902377250404595,-0.8939618511872273,0.29113964954257343,-0.4603264162439884,-0.03925115979775271,0.5190711049677761,0.4791798308391951,0.5788145203346109,-0.10400572173182293,-0.05747567555274554,0.47165419755582966,0.13056128324929983,0.09896789938153752,0.0820168834109735,-0.07061173687466699,0.028004343343729792,0.0684904210267921,0.037849198600410965,142000.0
8,-0.7668441727651442,-0.6401733980775322,-1.496218235553987,-0.6768925466253081,-0.6248844625186541,-0.624872494122675,-0.3307061356764764,-0.29463253651595517,-0.6091265652587668,-1.1273091940424023,-0.7548007025305782,-0.902377250404595,-0.8939618511872273,-0.22816723070167358,-1.5130908659499713,-0.1075266900817369,0.5190711049677761,0.4791798308391951,0.5788145203346109,0.13561594359585544,0.0749441265740468,0.47165419755582966,0.13056128324929983,0.18232093139691455,0.15109338146213497,0.055338681911039585,0.028004343343729792,0.0684904210267921,0.037849198600410965,112500.0
9,-0.7668441727651442,-0.0750269403510068,-0.6907742653828423,-0.6768925466253081,0.6008504447294752,0.8999359843584933,0.4354930426981326,-0.04030320317847952,-0.3208783462108883,1.12943236949626,-2.2391774054506097,2.2212363086882343,0.584699372938673,0.16482175975343227,1.6452024831679775,-0.028811015227692745,0.5190711049677761,-0.6901106654669745,1.7171001451571746,-0.11998049942033481,-0.06630366236119836,-2.0151163225274917,4.3071363048957485,-0.18266431485223644,-0.15137795091340542,-0.039975148521387005,-0.6414744897173106,0.0684904210267921,0.037849198600410965,135000.0
