Id,SalePrice
2658,133504.90379680967
2718,173036.60896442787
2414,221098.61952445356
1989,123366.868762259
625,180190.92222663216
333,86092.17751992325
1327,102514.24795464813
858,150990.58738187206
95,187545.0959007955
1568,160754.66067939645
2482,164226.90892485055
1364,121071.19884757043
2584,153470.15318814781
818,264448.1748106748
2673,157761.85135851582
2089,121719.74133458923
1297,155490.2447753204
790,121383.33639496632
2616,192349.80762832327
720,208773.27548729142
222,140172.08678016532
557,124045.30253121232
1148,193690.85778118778
2766,164424.31103152697
534,185654.63830701166
1452,116470.41418206549
630,140354.66545661734
2648,147000.79288894794
125,164199.68061606563
1904,42946.55822956277
1670,103560.73663180163
756,106287.18023086851
717,248038.79723441956
1032,165189.24393725346
852,217782.0827695615
1731,179987.6232554828
2639,119224.04664102424
2071,67002.62697337354
1267,130098.05522337045
1851,193435.2229365967
567,170094.06391269507
2439,210053.36717807423
1898,154421.2067282643
647,165837.2048688156
2256,224279.08912231462
979,94155.18026043114
1444,229982.66387949625
2485,117275.56278717937
157,112080.85895938764
88,126905.06694805436
2003,114964.97865499956
186,219636.79900319263
1425,243866.7524387723
2695,130944.52670569188
738,115480.76522147059
395,146438.0100975677
1353,171350.12310235386
1878,147800.03549965905
390,166100.2966244256
1456,234762.748434661
1103,313182.4474805351
1387,131260.18525372026
2070,148269.3196415235
1199,177030.7781651974
2479,184955.55565439037
501,297836.12853940227
2362,90894.91687960459
1718,226601.74883950828
2188,81225.37590091371
1483,167890.9602552336
2557,86486.60390054052
437,336063.4465831187
2224,198690.04194510423
1628,185892.79807390532
397,133339.52230618743
587,205426.18707741902
2182,152727.54820383916
971,147033.42689843563
2611,148824.24669978832
1887,83819.27797076025
2399,357896.06747284485
2148,206533.19507385264
304,139207.54353501234
1997,139580.61453187975
2817,124998.84558631368
1431,198397.0224921728
427,344979.389799291
263,121677.86176369796
598,192968.76516548468
2895,235225.73413327843
687,148528.77072608314
1822,130810.26762758018
2191,103672.71511308028
179,119229.44611136385
1009,236301.34315798117
2010,118996.59473878608
1991,154523.9295493602
1411,178042.15103445493
1721,244516.21316550707
1144,197353.23220378006
593,219232.96055876813
575,300466.71551261627
1249,184586.11021779742
1604,116290.60076297374
1064,431543.78816318593
1923,158727.57125912022
1988,105004.92792103857
2325,173931.6282243042
114,208222.0106730099
2700,177393.66273220888
217,137592.39437938255
