,Overall Qual,Year Built,Exter Qual,Bsmt Qual,Bsmt Exposure,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,Gr Liv Area,Kitchen Qual,Fireplaces,Fireplace Qu,Garage Area,bath_agg,Overall Qual Exter Qual,Overall Qual Bsmt Exposure,Overall Qual Kitchen Qual,Overall Qual Garage Area,Mas Vnr Area Neighborhood_NridgHt,Total Bsmt SF Neighborhood_NridgHt,Gr Liv Area Kitchen Qual,Gr Liv Area Neighborhood_NoRidge,Gr Liv Area Neighborhood_NridgHt,Gr Liv Area Neighborhood_StoneBr,Land Contour_HLS Neighborhood_StoneBr,Neighborhood_NridgHt Sale Type_New,SalePrice
0,-0.08474926618118912,0.13050933009440108,0.9969491756275353,-0.6521568769178123,-0.633590820561676,0.19902732833621162,-0.7628581161555638,-1.113579141317493,-0.04741287432556729,0.7145250768836965,-0.951260438494934,-0.9413372253406748,0.00013084150371924178,0.5770804392103184,-0.08449071105437506,0.05369635710173952,-0.06055547593395102,-1.1088721426249068e-05,-0.2717814432757786,0.19628161524171106,-0.03387768767275301,0.007566650441690888,0.012199222055568774,0.006233888646022317,0.027471714073994437,0.07196248364722639,130500.0
1,0.6086538207558152,0.7994516250506124,0.9969491756275353,0.5827441400181445,-0.633590820561676,0.42908463328658125,-0.33332035045816183,-0.634722763577476,1.254482616149759,0.7145250768836965,0.6137164119322156,0.5358381128862303,0.39119479634068605,1.6281912392005415,0.6067969248450595,-0.38563747373067625,0.43489841807110446,0.23810220745255156,-0.04448550775085623,0.0857625492805528,0.8963592877536674,-0.20020366992313837,-0.3227754532276746,-0.16494053669366493,0.027471714073994437,0.07196248364722639,220000.0
2,-0.7781523531181934,-0.638774309105242,-0.7035326958441807,-0.6521568769178123,-0.633590820561676,0.6370210435301846,-0.004312700136747547,-0.267939155095761,-0.9018450624757816,0.7145250768836965,-0.951260438494934,-0.9413372253406748,-1.0659839877542021,-0.47403036077990474,0.5474556227667354,0.49303018793415526,-0.5560093699390065,0.8294979484572479,0.1466168074675498,0.0011096476932826336,-0.6443909126026899,0.14392602088330514,0.2320426325836072,0.11857542440550603,0.027471714073994437,0.07196248364722639,109000.0
3,-0.7781523531181934,1.1339227725287182,-0.7035326958441807,0.5827441400181445,-0.633590820561676,-0.9800163595344328,-1.5419665103194684,-1.0651840818650444,-0.11827810320058506,-0.7769119867343873,-0.951260438494934,-0.9413372253406748,-0.34903340388642967,0.5770804392103184,0.5474556227667354,0.49303018793415526,0.6045558906430941,0.271601164551078,0.1466168074675498,0.3967443891393439,0.09189167614474143,0.01887607690011861,0.03043268027471888,0.015551314597638264,0.027471714073994437,0.07196248364722639,174000.0
4,-0.08474926618118912,-2.411471390739202,-0.7035326958441807,-1.8870578938537692,-0.633590820561676,-0.9800163595344328,-0.8748121082788228,-0.8435856517406749,-0.11625338237558455,-0.7769119867343873,-0.951260438494934,-0.9413372253406748,0.042030550950537114,-0.47403036077990474,0.059623879707268033,0.05369635710173952,0.06584272076310907,-0.0035620583502491013,0.1466168074675498,0.22508711647626828,0.0903186462660078,0.018552950429877816,0.029911724325600308,0.015285102427592094,0.027471714073994437,0.07196248364722639,138500.0
5,-0.08474926618118912,-0.2039618173837046,0.9969491756275353,-0.6521568769178123,-0.633590820561676,-0.4336302602773049,1.0466839606122147,1.848707918850803,0.7806979430996404,0.7145250768836965,0.6137164119322156,1.274425781999683,0.4796497385061904,0.5770804392103184,-0.08449071105437506,0.05369635710173952,-0.06055547593395102,-0.04064996336239889,0.1466168074675498,-0.26930934348827484,0.5578282578162143,-0.12459207588679305,-0.20087176113392818,-0.10264688890286118,0.027471714073994437,0.07196248364722639,190000.0
6,-0.08474926618118912,1.1004756577809076,-0.7035326958441807,0.5827441400181445,2.3445780134148655,0.22999658092568445,-1.169548128358423,-0.229732529212249,-0.871474250100774,-0.7769119867343873,-0.951260438494934,-0.9413372253406748,0.23290700509715187,0.5770804392103184,0.059623879707268033,-0.19870126614146003,0.06584272076310907,-0.019738697770442095,0.027901732862176353,0.30092200748153114,0.6770587910336526,0.13907912382969326,0.2242282933468286,0.11458224185481349,0.027471714073994437,-0.9199528314902183,140000.0
7,-0.7781523531181934,-0.4380916206183786,-0.7035326958441807,-0.6521568769178123,-0.633590820561676,1.2320731111421983,0.2949928706417613,0.06573204428691037,-0.636606634400715,-0.7769119867343873,-0.951260438494934,-0.9413372253406748,0.26084014472836375,-0.47403036077990474,0.5474556227667354,0.49303018793415526,0.6045558906430941,-0.2029733724080664,-0.11397725873936751,-0.07590097805624786,0.49458732510055126,0.10159645328176135,0.16379740324907394,0.08370163012945775,0.027471714073994437,0.07196248364722639,142000.0
8,-0.7781523531181934,-0.6722214238530526,-0.7035326958441807,-0.6521568769178123,-0.633590820561676,-0.3340862340968565,-0.3081878216141649,-0.6067045712629007,-1.171132932200849,-0.7769119867343873,-0.951260438494934,-0.9413372253406748,-0.2559229384490566,-1.5251411607701277,0.5474556227667354,0.49303018793415526,0.6045558906430941,0.19914703677105597,0.1466168074675498,0.07929600818708077,0.9098672130862302,0.18690184142533045,0.3013297738163776,0.15398164302164663,0.027471714073994437,0.07196248364722639,112500.0
9,-0.7781523531181934,-0.1036204731402729,-0.7035326958441807,0.5827441400181445,0.8554935964265947,0.4578417964053775,-0.04315388107747006,-0.3112399977637412,1.1694443414997377,-2.2683490503524713,2.1786932623593653,0.5358381128862303,0.13514101638791015,1.6281912392005415,0.5474556227667354,-0.6657043551369007,1.765121151225195,-0.10516029990503663,-0.13135019648649535,0.011103393019557583,-2.6527079614810014,-0.18663235817302512,-0.30089530336469444,-0.1537596255517258,-0.6292739505074352,0.07196248364722639,135000.0
10,-0.08474926618118912,-0.03672624364465176,-0.7035326958441807,-0.6521568769178123,-0.633590820561676,-0.12393773438257653,-1.3157737507234961,-1.7299793722381531,-1.043575520225817,-0.7769119867343873,-0.951260438494934,-0.9413372253406748,-0.9821845688605664,-0.47403036077990474,0.059623879707268033,0.05369635710173952,0.06584272076310907,0.08323942146542061,-0.18925998897692142,0.3385455192980956,0.8107663307260113,0.16654487380016056,0.2685095490219074,0.13721027630873792,0.027471714073994437,0.07196248364722639,85400.0
11,0.6086538207558152,1.1004756577809076,0.9969491756275353,0.5827441400181445,0.8554935964265947,-0.11066519755851674,0.3406883776308466,0.11667421213159303,-0.5961122179007049,0.7145250768836965,-0.951260438494934,-0.9413372253406748,0.7310479951870976,-0.47403036077990474,0.6067969248450595,0.5206994460971803,0.43489841807110446,0.44495515542650577,0.1466168074675498,-0.08765832549892427,-0.425937128326812,0.09513392387694554,0.15337828426670247,0.07837738672853437,0.027471714073994437,0.07196248364722639,183600.0
12,-0.7781523531181934,-3.0804136856954134,0.9969491756275353,-3.121958910789726,-0.633590820561676,-0.9800163595344328,-2.4193202445099065,0.32044288351032363,1.0398622086997054,-0.7769119867343873,0.6137164119322156,0.5358381128862303,0.47033869196245315,-1.5251411607701277,-0.7757783469538096,0.49303018793415526,0.6045558906430941,-0.36599515991311604,0.1466168074675498,0.622485460038731,-0.8078814144908962,-0.16595226407761443,-0.2675541226211057,-0.13672204666877094,0.027471714073994437,0.07196248364722639,131000.0
13,1.3020569076928195,0.8997929692940442,0.9969491756275353,0.5827441400181445,-0.633590820561676,0.8184123801256683,-0.22593590903381133,-0.5099144523580036,0.21175139127449769,0.7145250768836965,-0.951260438494934,-0.9413372253406748,0.023408457863062504,1.6281912392005415,1.2980845607444942,-0.824971304563092,0.9303523120761599,0.03047914425903683,-0.5135548269233075,0.05813278279026323,0.15130167913064016,-0.03379353774913049,-0.054483139431608756,-0.02784126911988743,0.027471714073994437,0.07196248364722639,200000.0
14,0.6086538207558152,1.1673698872765288,0.9969491756275353,0.5827441400181445,0.8554935964265947,-0.9269262122381936,0.6674112526028066,0.5063817961434153,-0.2863299316756272,0.7145250768836965,-0.951260438494934,-0.9413372253406748,0.6286264832059874,-0.47403036077990474,0.6067969248450595,0.5206994460971803,0.43489841807110446,0.3826159108316155,0.1466168074675498,-0.17172335971406064,-0.2045899164446311,0.04569557393010435,0.07367202405156056,0.03764692471147037,0.027471714073994437,0.07196248364722639,193000.0
15,-0.7781523531181934,1.067028543033097,-0.7035326958441807,1.8176451569541012,0.8554935964265947,-0.9800163595344328,0.8479085052096936,0.6821322752075705,-0.14662419475059216,0.7145250768836965,-0.951260438494934,-0.9413372253406748,0.6938038090121484,-0.47403036077990474,0.5474556227667354,-0.6657043551369007,-0.5560093699390065,-0.539885066585169,0.1466168074675498,-0.21816488211263246,-0.10476666402717695,0.023399847483489698,0.03772606356237892,0.01927828497828464,0.027471714073994437,0.07196248364722639,173500.0
16,-0.7781523531181934,-1.876317554774233,-0.7035326958441807,-0.6521568769178123,-0.633590820561676,-0.9800163595344328,-0.9936204264504447,-1.3708370889331405,-0.3207501857006358,-0.7769119867343873,-0.951260438494934,-0.9413372253406748,0.17704072583472805,-1.5251411607701277,0.5474556227667354,0.49303018793415526,0.6045558906430941,-0.13776465740604657,0.1466168074675498,0.25565621982722697,0.24919466401810464,0.05118872392419781,0.08252827518657632,0.04217253160225525,0.027471714073994437,0.07196248364722639,98000.0
17,-0.7781523531181934,-0.30430316162713633,-0.7035326958441807,-0.6521568769178123,-0.633590820561676,0.4600538858760541,0.14191292222832547,-0.1049242179927765,-0.772262929675749,-0.7769119867343873,-0.951260438494934,-0.9413372253406748,0.023408457863062504,-0.47403036077990474,0.5474556227667354,0.49303018793415526,0.6045558906430941,-0.018215346569010166,0.1466168074675498,-0.036513864123281885,0.5999803269757047,0.12324592678789444,0.19870145184001844,0.10153784552255116,0.027471714073994437,0.07196248364722639,139000.0
